lr-Adam,step,train_loss_step,epoch,val_loss,val_acc
0.001,0,,,,
,49,0.9049938321113586,0,,
,99,0.10902506113052368,0,,
,149,0.5288307666778564,0,,
,199,0.5839993953704834,0,,
,249,0.11954070627689362,0,,
,299,0.1360013633966446,0,,
,349,1.0251426696777344,0,,
,399,0.15683598816394806,0,,
,449,0.10798988491296768,0,,
,499,0.9877445101737976,0,,
,549,0.13384492695331573,0,,
,599,0.6088108420372009,0,,
,649,0.6083880662918091,0,,
,699,0.11855006217956543,0,,
,749,0.08125705271959305,0,,
,799,0.4731314182281494,0,,
,849,0.5923089981079102,0,,
,899,0.0972638875246048,0,,
,949,0.11846625804901123,0,,
,999,0.9353376626968384,0,,
,1049,0.11059029400348663,0,,
,1099,0.5286974310874939,0,,
,1149,0.47895556688308716,0,,
,1199,0.16300848126411438,0,,
,1249,0.5646487474441528,0,,
,1299,0.08142460137605667,0,,
,1349,0.43038487434387207,0,,
,1399,0.0993642508983612,0,,
,1449,0.35572391748428345,0,,
,1499,0.08976350724697113,0,,
,1549,0.08195187151432037,0,,
,1599,0.47454923391342163,0,,
,1649,0.06469850987195969,0,,
,1699,0.4403069019317627,0,,
,1749,0.5503476858139038,0,,
,1799,0.2959672808647156,0,,
,1849,0.04217991605401039,0,,
,1899,0.12411896884441376,0,,
,1949,0.4728553891181946,0,,
,1999,0.09952312707901001,0,,
,2049,0.38912826776504517,0,,
,2099,0.8941510319709778,0,,
,2149,0.5381748080253601,0,,
,2199,0.36896130442619324,0,,
,2249,0.0736992284655571,0,,
,2299,0.7812530398368835,0,,
,2349,0.4962380826473236,0,,
,2399,0.4243942201137543,0,,
,2449,0.5786362886428833,0,,
,2499,0.13377749919891357,0,,
,2549,0.5854318141937256,0,,
,2599,0.582955002784729,0,,
,2649,0.07244883477687836,0,,
,2699,0.13809551298618317,0,,
,2749,0.17712709307670593,0,,
,2799,1.7005901336669922,0,,
,2849,0.27182337641716003,0,,
,2899,0.1708677113056183,0,,
,2949,0.07607201486825943,0,,
,2999,0.7619031071662903,0,,
,3049,0.1823396384716034,0,,
,3099,0.15177671611309052,0,,
,3149,0.4248427450656891,0,,
,3199,0.37057095766067505,0,,
,3249,0.5197736024856567,0,,
,3299,0.38408979773521423,0,,
,3349,0.5526291131973267,0,,
,3399,0.12742416560649872,0,,
,3449,0.09179096668958664,0,,
,3499,0.11888899654150009,0,,
,3549,0.07335324585437775,0,,
,3599,0.9579616785049438,0,,
,3649,0.39388296008110046,0,,
,3699,0.1461670845746994,0,,
,3749,0.09715577214956284,0,,
,3799,0.0784703716635704,0,,
,3849,0.9990024566650391,0,,
,3899,0.6167315244674683,0,,
,3949,0.10474904626607895,0,,
,3999,0.39236488938331604,0,,
,4049,0.7153242230415344,0,,
,4099,0.44517651200294495,0,,
,4149,0.2002500742673874,0,,
,4199,0.0816156342625618,0,,
,4249,0.14511655271053314,0,,
,4299,0.09376873075962067,0,,
,4349,0.12465827167034149,0,,
,4399,0.5352190732955933,0,,
,4449,0.5447278618812561,0,,
,4499,0.06155482679605484,0,,
,4549,0.1634802371263504,0,,
,4599,0.17155586183071136,0,,
,4649,0.10453660786151886,0,,
,4699,0.08397123962640762,0,,
,4749,0.08700639009475708,0,,
,4799,0.1917417347431183,0,,
,4849,0.44341665506362915,0,,
,4899,0.09318087995052338,0,,
,4949,0.12408272176980972,0,,
,4999,0.36579403281211853,0,,
,5049,0.09236075729131699,0,,
,5099,0.10006048530340195,0,,
,5149,0.07657907158136368,0,,
,5199,0.384337842464447,0,,
,5249,0.1006850004196167,0,,
,5299,0.10029834508895874,0,,
,5349,0.4451577067375183,0,,
,5399,0.1090337261557579,0,,
,5449,1.381996750831604,0,,
,5499,0.6418594717979431,0,,
,5549,0.04621277004480362,0,,
,5599,0.5614168643951416,0,,
,5649,0.12568770349025726,0,,
,5699,0.08196916431188583,0,,
,5749,0.07903989404439926,0,,
,5799,0.41927018761634827,0,,
,5849,0.11614494025707245,0,,
,5899,0.21273252367973328,0,,
,5949,0.11062490940093994,0,,
,5999,0.08695147931575775,0,,
,6049,0.10286428779363632,0,,
,6099,0.18843033909797668,0,,
,6149,0.5041882991790771,0,,
,6199,0.41773295402526855,0,,
,6249,0.33746036887168884,0,,
,6299,0.5969182848930359,0,,
,6349,0.09949593245983124,0,,
,6399,0.5065418481826782,0,,
,6449,0.5374513864517212,0,,
,6499,0.11709531396627426,0,,
,6549,0.15278509259223938,0,,
,6599,0.9076651334762573,0,,
,6649,0.068128302693367,0,,
,6699,0.650620698928833,0,,
,6749,0.2676073908805847,0,,
,6799,0.23027381300926208,0,,
,6849,0.3064025342464447,0,,
,6899,0.04598682373762131,0,,
,6949,0.11305805295705795,0,,
,6999,0.09103714674711227,0,,
,7049,0.9160822033882141,0,,
,7099,0.6651371717453003,0,,
,7149,0.06914381682872772,0,,
,7199,0.281386137008667,0,,
,7249,0.09961720556020737,0,,
,7299,0.41009026765823364,0,,
,7349,0.08851896226406097,0,,
,7399,0.5906180143356323,0,,
,7449,0.0836210697889328,0,,
,7499,0.2141852080821991,0,,
,7549,0.176242858171463,0,,
,7599,0.10160139948129654,0,,
,7649,0.6994805335998535,0,,
,7699,0.2622332274913788,0,,
,7749,0.04635205492377281,0,,
,7799,0.16069529950618744,0,,
,7849,0.09581717848777771,0,,
,7899,0.09658535569906235,0,,
,7937,,0,0.38303226232528687,0.8502860069274902
0.001,7938,,,,
,7949,0.7570509910583496,1,,
,7999,0.8832427263259888,1,,
,8049,0.08817752450704575,1,,
,8099,0.09778353571891785,1,,
,8149,0.07686550915241241,1,,
,8199,0.32761532068252563,1,,
,8249,0.16611993312835693,1,,
,8299,0.035553980618715286,1,,
,8349,0.06276866793632507,1,,
,8399,0.6788152456283569,1,,
,8449,0.4923861622810364,1,,
,8499,0.11061851680278778,1,,
,8549,0.521724283695221,1,,
,8599,0.3291897773742676,1,,
,8649,0.14562441408634186,1,,
,8699,0.08033567667007446,1,,
,8749,0.8064824342727661,1,,
,8799,0.2812883257865906,1,,
,8849,0.07416756451129913,1,,
,8899,0.548890233039856,1,,
,8949,0.4593966007232666,1,,
,8999,0.8942206501960754,1,,
,9049,0.2770116627216339,1,,
,9099,0.5442925095558167,1,,
,9149,0.10288651287555695,1,,
,9199,0.0660461038351059,1,,
,9249,0.35566386580467224,1,,
,9299,0.78211510181427,1,,
,9349,0.1140192523598671,1,,
,9399,0.1805322915315628,1,,
,9449,0.10350878536701202,1,,
,9499,0.08170530200004578,1,,
,9549,0.5788103342056274,1,,
,9599,0.13311773538589478,1,,
,9649,0.26318639516830444,1,,
,9699,0.8178394436836243,1,,
,9749,0.05179630592465401,1,,
,9799,0.554489254951477,1,,
,9849,0.4728411138057709,1,,
,9899,0.24109144508838654,1,,
,9949,0.15217988193035126,1,,
,9999,0.1596056967973709,1,,
,10049,0.08683545887470245,1,,
,10099,0.06093078851699829,1,,
,10149,0.13998432457447052,1,,
,10199,0.07808306068181992,1,,
,10249,0.5742807984352112,1,,
,10299,0.16143907606601715,1,,
,10349,1.848215103149414,1,,
,10399,0.12538376450538635,1,,
,10449,0.8010612726211548,1,,
,10499,0.7614617347717285,1,,
,10549,0.07858017086982727,1,,
,10599,0.03134673088788986,1,,
,10649,0.21808287501335144,1,,
,10699,0.12347932159900665,1,,
,10749,0.5212919116020203,1,,
,10799,0.09775175899267197,1,,
,10849,0.331014484167099,1,,
,10899,0.118772491812706,1,,
,10949,0.22617140412330627,1,,
,10999,0.06225825473666191,1,,
,11049,0.08841893076896667,1,,
,11099,0.12969014048576355,1,,
,11149,0.1353021264076233,1,,
,11199,0.435858815908432,1,,
,11249,0.46287140250205994,1,,
,11299,0.1488126963376999,1,,
,11349,0.3778509199619293,1,,
,11399,0.057108841836452484,1,,
,11449,0.06946256011724472,1,,
,11499,0.506543755531311,1,,
,11549,0.12952643632888794,1,,
,11599,0.11136922985315323,1,,
,11649,0.6068930625915527,1,,
,11699,0.7142863273620605,1,,
,11749,0.644987165927887,1,,
,11799,0.15275204181671143,1,,
,11849,0.08080948889255524,1,,
,11899,0.36778783798217773,1,,
,11949,0.06455772370100021,1,,
,11999,0.0799785852432251,1,,
,12049,0.03612840175628662,1,,
,12099,0.05615919083356857,1,,
,12149,0.4432884752750397,1,,
,12199,0.2888275980949402,1,,
,12249,0.1147853285074234,1,,
,12299,0.42078906297683716,1,,
,12349,0.36122381687164307,1,,
,12399,0.5095035433769226,1,,
,12449,0.11458086967468262,1,,
,12499,0.10467685759067535,1,,
,12549,0.06634892523288727,1,,
,12599,0.965254008769989,1,,
,12649,0.4643498957157135,1,,
,12699,0.5908702611923218,1,,
,12749,0.11988987773656845,1,,
,12799,0.19431786239147186,1,,
,12849,0.7631069421768188,1,,
,12899,0.09227345883846283,1,,
,12949,0.07980143278837204,1,,
,12999,0.04710902273654938,1,,
,13049,0.05216168239712715,1,,
,13099,0.4998437464237213,1,,
,13149,0.3605981767177582,1,,
,13199,0.5155557990074158,1,,
,13249,0.4728744626045227,1,,
,13299,0.11508049070835114,1,,
,13349,0.12965884804725647,1,,
,13399,0.18749932944774628,1,,
,13449,0.2424176037311554,1,,
,13499,0.6308486461639404,1,,
,13549,0.4308708608150482,1,,
,13599,0.4998367726802826,1,,
,13649,0.5317331552505493,1,,
,13699,0.10270006954669952,1,,
,13749,0.09909334033727646,1,,
,13799,0.04799886792898178,1,,
,13849,0.06156422942876816,1,,
,13899,0.09883160889148712,1,,
,13949,0.3983612358570099,1,,
,13999,0.58522629737854,1,,
,14049,0.51929771900177,1,,
,14099,0.3327009677886963,1,,
,14149,0.33066412806510925,1,,
,14199,0.13306143879890442,1,,
,14249,0.07492493838071823,1,,
,14299,0.28331223130226135,1,,
,14349,0.07252766191959381,1,,
,14399,0.6239913105964661,1,,
,14449,0.12889377772808075,1,,
,14499,0.0770297721028328,1,,
,14549,0.36297136545181274,1,,
,14599,0.8966283798217773,1,,
,14649,0.012961603701114655,1,,
,14699,0.11491547524929047,1,,
,14749,0.11299798637628555,1,,
,14799,0.08488151431083679,1,,
,14849,0.5793398022651672,1,,
,14899,0.6527590751647949,1,,
,14949,0.03375581279397011,1,,
,14999,0.5671902298927307,1,,
,15049,0.660819947719574,1,,
,15099,0.14618001878261566,1,,
,15149,0.4056967794895172,1,,
