RPLateu,step,train_loss_step,epoch,val_loss,val_acc,val_eer,val_threshold
0.0001,0,,,,,,
,49,5.278482913970947,0,,,,
,99,4.94460391998291,0,,,,
,149,4.944281101226807,0,,,,
,199,4.9441752433776855,0,,,,
,249,4.944100379943848,0,,,,
,299,4.944062232971191,0,,,,
,349,4.944028377532959,0,,,,
,399,4.944008827209473,0,,,,
,449,4.943993091583252,0,,,,
,499,4.943974494934082,0,,,,
,549,4.943968772888184,0,,,,
,599,4.9439568519592285,0,,,,
,649,4.943948745727539,0,,,,
,699,4.943938732147217,0,,,,
,749,4.943935394287109,0,,,,
,799,4.943930625915527,0,,,,
,849,4.943923473358154,0,,,,
,899,4.943920135498047,0,,,,
,949,4.943915843963623,0,,,,
,999,4.943913459777832,0,,,,
,1049,4.943910121917725,0,,,,
,1099,4.943907737731934,0,,,,
,1149,4.943905830383301,0,,,,
,1199,4.943903923034668,0,,,,
,1249,4.943902015686035,0,,,,
,1299,4.9439005851745605,0,,,,
,1349,4.9438982009887695,0,,,,
,1399,4.943897724151611,0,,,,
,1449,4.943896293640137,0,,,,
,1499,4.943896293640137,0,,,,
,1549,4.943892955780029,0,,,,
,1599,4.9438934326171875,0,,,,
,1649,4.943891525268555,0,,,,
,1699,4.943890571594238,0,,,,
,1749,4.94389009475708,0,,,,
,1799,4.9438886642456055,0,,,,
,1849,4.9438886642456055,0,,,,
,1899,4.943887710571289,0,,,,
,1949,4.943886756896973,0,,,,
,1999,4.943886756896973,0,,,,
,2049,4.943885803222656,0,,,,
,2099,4.943885803222656,0,,,,
,2149,4.94388484954834,0,,,,
,2199,4.943884372711182,0,,,,
,2249,4.943883895874023,0,,,,
,2299,4.943882942199707,0,,,,
,2349,4.943882942199707,0,,,,
,2399,4.943882942199707,0,,,,
,2449,4.943881988525391,0,,,,
,2499,4.943881988525391,0,,,,
,2549,4.943881988525391,0,,,,
,2599,4.943881034851074,0,,,,
,2649,4.943880558013916,0,,,,
,2699,4.943881034851074,0,,,,
,2749,4.943880081176758,0,,,,
,2799,4.943880081176758,0,,,,
,2849,4.943880081176758,0,,,,
,2899,4.943880081176758,0,,,,
,2949,4.9438796043396,0,,,,
,2999,4.943879127502441,0,,,,
,3049,4.943879127502441,0,,,,
,3099,4.943878650665283,0,,,,
,3149,4.943879127502441,0,,,,
,3199,4.943878173828125,0,,,,
,3249,4.943878173828125,0,,,,
,3299,4.943878173828125,0,,,,
,3349,4.943878173828125,0,,,,
,3399,4.943877696990967,0,,,,
,3449,4.943877696990967,0,,,,
,3499,4.943877220153809,0,,,,
,3549,4.943877220153809,0,,,,
,3599,4.943877220153809,0,,,,
,3649,4.943877220153809,0,,,,
,3699,4.943877220153809,0,,,,
,3749,4.943877220153809,0,,,,
,3799,4.943877220153809,0,,,,
,3849,4.94387674331665,0,,,,
,3899,4.943876266479492,0,,,,
,3949,4.943876266479492,0,,,,
,3999,4.943876266479492,0,,,,
,4049,4.943876266479492,0,,,,
,4099,4.943876266479492,0,,,,
,4149,4.943875789642334,0,,,,
,4199,4.943875789642334,0,,,,
,4249,4.943875789642334,0,,,,
,4299,4.943875789642334,0,,,,
,4349,4.943875789642334,0,,,,
,4399,4.943876266479492,0,,,,
,4449,4.943876266479492,0,,,,
,4499,4.943875312805176,0,,,,
,4549,4.943875312805176,0,,,,
,4599,4.943875312805176,0,,,,
,4649,4.943875312805176,0,,,,
,4699,4.943875312805176,0,,,,
,4749,4.943875312805176,0,,,,
,4799,4.943875312805176,0,,,,
,4849,4.943875312805176,0,,,,
,4899,4.943875312805176,0,,,,
,4949,4.943875312805176,0,,,,
,4999,4.943874835968018,0,,,,
,5049,4.943874835968018,0,,,,
,5099,4.943874835968018,0,,,,
,5149,4.943875312805176,0,,,,
,5199,4.943875312805176,0,,,,
,5249,4.943874835968018,0,,,,
,5299,4.943875312805176,0,,,,
,5349,4.943874835968018,0,,,,
,5399,4.943874835968018,0,,,,
,5449,4.943874835968018,0,,,,
,5499,4.943874359130859,0,,,,
,5549,4.943874359130859,0,,,,
,5599,4.943874359130859,0,,,,
,5649,4.943874359130859,0,,,,
,5699,4.943874359130859,0,,,,
,5749,4.943874359130859,0,,,,
,5799,4.943874359130859,0,,,,
,5849,4.943874359130859,0,,,,
,5899,4.943874359130859,0,,,,
,5949,4.943874359130859,0,,,,
,5999,4.943874359130859,0,,,,
,6049,4.943874359130859,0,,,,
,6099,4.943874359130859,0,,,,
,6149,4.943874359130859,0,,,,
,6199,4.943874359130859,0,,,,
,6249,4.943874359130859,0,,,,
,6299,4.943874359130859,0,,,,
,6349,4.943874359130859,0,,,,
,6399,4.943874359130859,0,,,,
,6449,4.943874359130859,0,,,,
,6499,4.943874359130859,0,,,,
,6549,4.943874359130859,0,,,,
,6599,4.943874359130859,0,,,,
,6649,4.943873882293701,0,,,,
,6699,4.943873882293701,0,,,,
,6749,4.943873882293701,0,,,,
,6799,4.943873882293701,0,,,,
